NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE_NO,CUSINE_TYPE,TIMING,RATING_TYPE,RATING,VOTES
The Taste Of Soham,350,"Gujarati,North Indian",Ahmedabad,Nikol,https://www.zomato.com/ahmedabad/the-taste-of-soham-nikol/info,106,none,11am to 11pm(Mon-Sun),Average,3,4
Toy Joy Tales,300,Healthy Food,Ahmedabad,Bodakdev,https://www.zomato.com/ahmedabad/toy-joy-tales-bodakdev/info,106,Quick Bites,11am to 8pm(Mon-Sun),Average,3.1,5
Classic 360,500,"North Indian,Gujarati",Ahmedabad,Gota,https://www.zomato.com/ahmedabad/classic-360-gota/info,106,Quick Bites,11am to 11pm(Mon-Sun),Average,2.9,5
Munching Room,600,"Pizza,Fast Food",Ahmedabad,Chandkheda,https://www.zomato.com/ahmedabad/munching-room-chandkheda/info,106,Quick Bites,11am to 11pm(Mon-Sun),None,NEW,NEW
Mama Da Dhaba,250,"North Indian,Chinese,Street Food",Ahmedabad,Shahibagh,https://www.zomato.com/ahmedabad/mama-da-dhaba-shahibagh/info,106,Quick Bites,10am to 11pm(Mon-Sun),Average,3,5
Jay Shree Padmanabh Fastfood,200,Fast Food,Ahmedabad,Thaltej,https://www.zomato.com/ahmedabad/jay-shree-padmanabh-fastfood-thaltej/info,106,none,10am to 8pm(Mon-Sun),Average,3.1,5
Cupcakes Corner,500,Bakery,Ahmedabad,Prahlad Nagar,https://www.zomato.com/ahmedabad/cupcakes-corner-prahlad-nagar/info,106,Bakery,930am to 8pm(Mon-Sun),Not rated,-,-
Food Zone,400,"Fast Food,Street Food,Beverages,Desserts",Ahmedabad,Ellis Bridge,https://www.zomato.com/ahmedabad/food-zone-ellis-bridge/info,107,Quick Bites,10am to 9pm(Mon-Sun),Average,3,4
Siddhi Vinayak Fast Food,300,"Fast Food,Street Food",Ahmedabad,Paldi,https://www.zomato.com/ahmedabad/siddhi-vinayak-fast-food-paldi/info,107,Quick Bites,6pm to 11pm(Mon-Sun),Average,3.1,6
Maharaja Restaurant,400,"Gujarati,Rajasthani",Ahmedabad,Ashram Road,https://www.zomato.com/ahmedabad/maharaja-restaurant-ashram-road/info,107,Quick Bites,"10am to 3pm,7pm to 11pm(Mon-Sun)",Not rated,-,-
Bhavnagari Sweet Mart,300,Mithai,Ahmedabad,Bodakdev,https://www.zomato.com/ahmedabad/bhavnagari-sweet-mart-bodakdev/info,107,Sweet Shop,7am to 10pm(Mon-Sun),Average,3.1,5
Milan Chavana and Sweet Mart,300,Mithai,Ahmedabad,Chandkheda,https://www.zomato.com/ahmedabad/milan-chavana-and-sweet-mart-chandkheda/info,107,Sweet Shop,7am to 11pm(Mon-Sun),Average,3.1,4
Green Blood Juice Center,100,"Juices,Beverages,Healthy Food",Ahmedabad,Satellite,https://www.zomato.com/ahmedabad/green-blood-juice-center-satellite/info,107,Quick Bites,"6am to 10am,6pm to 9pm(Mon-Sun)",Not rated,-,-
TWB Pizza Baker,500,Pizza,Ahmedabad,Satellite,https://www.zomato.com/ahmedabad/twb-pizza-baker-satellite/info,107,Casual Dining,11am to 11pm(Mon-Sun),Average,2.9,4
La Foodies Paradise,500,"Fast Food,Beverages",Ahmedabad,Airport Gandhinagar Highway,https://www.zomato.com/ahmedabad/la-foodies-paradise-1-airport-gandhinagar-highway-gandhinagar/info,107,none,11am to 11pm(Mon-Sun),Not rated,-,-
Crazy Guys,400,Cafe,Ahmedabad,Bopal,https://www.zomato.com/ahmedabad/crazy-guys-bopal/info,107,Café,11am to 11pm(Mon-Sun),Average,3,5
Santrupti,800,"North Indian,Chinese,Continental",Ahmedabad,Ashram Road,https://www.zomato.com/ahmedabad/santrupti-ashram-road/info,107,Casual Dining,7am to 11pm(Mon-Sun),Average,2.9,4
Kitchen Xpress,300,"North Indian,Chinese",Ahmedabad,Prahlad Nagar,https://www.zomato.com/ahmedabad/kitchen-xpress-prahlad-nagar/info,107,none,11am to 11pm(Mon-Sun),Average,3,6
Hiral dabeli $vadapav,150,"Pizza,Burger,Sandwich,Street Food",Ahmedabad,Ghatlodia,https://www.zomato.com/ahmedabad/hiral-dabeli-vadapav-ghatlodia/info,107,Quick Bites,10am to 10pm(Mon-Sun),Not rated,-,-
Jay Arbuda Fast Food,250,Fast Food,Ahmedabad,Nikol,https://www.zomato.com/ahmedabad/jay-arbuda-fast-food-nikol/info,107,Quick Bites,10am to 1030pm(Mon-Sun),Not rated,-,-
Jay Shiv Shambhu Snacks & Cold Coffee Bar,300,"Fast Food,Street Food,Beverages",Ahmedabad,C G Road,https://www.zomato.com/ahmedabad/jay-shiv-shambhu-snacks-cold-coffee-bar-1-c-g-road/info,107,Quick Bites,8am to 9pm(Mon-Sun),Average,2.9,4
Neelam Sandwich & Pizza,300,Fast Food,Ahmedabad,Navrangpura,https://www.zomato.com/ahmedabad/neelam-sandwich-pizza-navrangpura/info,107,Quick Bites,11am to 3am(Mon-Sun),Good,3.7,113
Sweet Treats,200,Beverages,Ahmedabad,Thaltej,https://www.zomato.com/ahmedabad/sweet-treats-thaltej/info,108,none,10am to 6pm(Mon-Sun),None,NEW,NEW
Kachi Karnavati,200,Fast Food,Ahmedabad,Mani Nagar,https://www.zomato.com/ahmedabad/kachi-karnavati-mani-nagar/info,108,none,10am to 9pm(Mon-Sun),None,NEW,NEW
Gurukrupa Restaurant,200,"North Indian,Fast Food",Ahmedabad,Chandkheda,https://www.zomato.com/ahmedabad/gurukrupa-restaurant-chandkheda/info,108,Quick Bites,"10am to 3pm,630pm to 11pm(Mon-Sun)",Not rated,-,-
Charbhuja Sandwich Centre,200,Fast Food,Ahmedabad,Ghatlodia,https://www.zomato.com/ahmedabad/charbhuja-sandwich-centre-ghatlodia/info,108,Quick Bites,10am to 10pm(Mon-Sun),Not rated,-,-
Baba The Special Egg'S,200,Fast Food,Ahmedabad,Prahlad Nagar,https://www.zomato.com/ahmedabad/baba-the-special-eggs-1-prahlad-nagar/info,108,Quick Bites,11am to 11pm(Mon-Sun),None,NEW,NEW
Patel Vihar Dining Hall,200,North Indian,Ahmedabad,Sarkhej,https://www.zomato.com/ahmedabad/patel-vihar-dining-hall-sarkhej/info,108,Quick Bites,"11am to 3pm,7pm to 1030pm(Mon-Sun)",None,NEW,NEW
JP'S Pizzeria & Cafe,300,"Fast Food,Beverages",Ahmedabad,Infocity,https://www.zomato.com/ahmedabad/jps-pizzeria-cafe-infocity-gandhinagar/info,108,Quick Bites,10am to 10pm(Mon-Sun),None,NEW,NEW
Prakash Coldrinks,100,"Beverages,Ice Cream",Ahmedabad,Sabarmati,https://www.zomato.com/ahmedabad/prakash-coldrinks-sabarmati/info,108,Beverage Shop,8am to 10pm(Mon-Sun),Not rated,-,-
Maruti Sandwich,200,Fast Food,Ahmedabad,Astodia,https://www.zomato.com/ahmedabad/maruti-sandwich-1-astodia/info,108,none,9am to 8pm(Mon-Sun),Not rated,-,-
Kanaiya Tiffin Service,300,Gujarati,Ahmedabad,Nikol,https://www.zomato.com/ahmedabad/kanaiya-tiffin-service-nikol/info,108,none,11am to 9pm(Mon-Sun),Average,3,4
Shubhlaxmi Tiffin Service,200,Gujarati,Ahmedabad,Thaltej,https://www.zomato.com/ahmedabad/shubhlaxmi-tiffin-service-thaltej/info,108,none,"10am to 1pm,6pm to 8pm(Mon-Sun)",Not rated,-,-
Punjab Paratha Zone,200,Fast Food,Ahmedabad,Bodakdev,https://www.zomato.com/ahmedabad/punjab-paratha-zone-1-bodakdev/info,108,Quick Bites,10am to 10pm(Mon-Sun),Average,3.1,4
Foodsteps,100,"North Indian,Street Food,South Indian",Ahmedabad,Infocity,https://www.zomato.com/ahmedabad/foodsteps-1-infocity-gandhinagar/info,108,none,7am to 1130am(Mon-Sun),Not rated,-,-
Cakes & Cookies,300,"Bakery,Fast Food",Ahmedabad,Mani Nagar,https://www.zomato.com/ahmedabad/cakes-cookies-mani-nagar/info,108,Quick Bites,"9am to 9pm(Mon-Sat),Closed(Sun)",Average,3,5
Sohi Foods,400,North Indian,Ahmedabad,First Exit Food Truck Park-- Bopal,https://www.zomato.com/ahmedabad/sohi-foods-bopal/info,108,Quick Bites,7pm to 11pm(Mon-Sun),Not rated,-,-
Entrée-Pre-See,600,"North Indian,Mughlai",Ahmedabad,Ashram Road,https://www.zomato.com/ahmedabad/entrée-pre-see-ashram-road/info,109,Quick Bites,24,Not rated,-,-
The Golden Kitchen,300,Bakery,Ahmedabad,Vastrapur,https://www.zomato.com/ahmedabad/the-golden-kitchen-vastrapur/info,109,Bakery,11am to 11pm(Mon-Sun),Average,3,4
Ma Bhagwati Farsan & Sweets,100,Mithai,Ahmedabad,Ranip,https://www.zomato.com/ahmedabad/ma-bhagwati-farsan-sweets-ranip/info,109,Sweet Shop,8am to 9pm(Mon-Sun),Average,3,4
Patel Special Dalbati,300,Gujarati,Ahmedabad,Sector 21-- Gandhinagar,https://www.zomato.com/ahmedabad/patel-special-dalbati-sector-21-gandhinagar/info,109,Quick Bites,11am to 11pm(Mon-Sun),Average,3,4
Cakes and Creamz,400,"Desserts,Bakery",Ahmedabad,Paldi,https://www.zomato.com/ahmedabad/cakes-and-creamz-paldi/info,109,Bakery,11am to 11pm(Mon-Sun),Not rated,-,-
Mumbai Fastfood Centre,300,Fast Food,Ahmedabad,Ranip,https://www.zomato.com/ahmedabad/mumbai-fastfood-centre-1-ranip/info,109,Quick Bites,11am to 11pm(Mon-Sun),Average,3,4
Maiyaa Pizza Xpress,300,Pizza,Ahmedabad,Bodakdev,https://www.zomato.com/ahmedabad/maiyaa-pizza-xpress-bodakdev/info,109,Quick Bites,11am to 11pm(Mon-Sun),Not rated,-,-
Volga Ice-Cream,100,Ice Cream,Ahmedabad,Mani Nagar,https://www.zomato.com/ahmedabad/volga-ice-cream-mani-nagar/info,109,Dessert Parlor,10am to 11pm(Mon-Sun),Average,2.9,4
Dilkhush Snacks,200,Fast Food,Ahmedabad,Thaltej,https://www.zomato.com/ahmedabad/dilkhush-snacks-thaltej/info,109,Quick Bites,7am to 7pm(Mon-Sun),Average,3,4
Food Hour,200,Gujarati,Ahmedabad,Ranip,https://www.zomato.com/ahmedabad/food-hour-ranip/info,109,none,7am to 12noon(Mon-Sun),Average,3,4
Sai Kripa,200,"Fast Food,Street Food",Ahmedabad,Ashram Road,https://www.zomato.com/ahmedabad/sai-kripa-ashram-road/info,109,Quick Bites,930am to 830pm(Mon-Sun),Not rated,-,-
"Cakeworks, Sweet Fantasies",550,"Bakery,Desserts",Ahmedabad,Gurukul,https://www.zomato.com/ahmedabad/cakeworks-sweet-fantasies-gurukul/info,109,Bakery,11am to 11pm(Mon-Sun),Not rated,-,-
NTS Restaurant,150,North Indian,Ahmedabad,Satellite,https://www.zomato.com/ahmedabad/nts-restaurant-satellite/info,109,none,"10am to 2pm,5pm to 9pm(Mon-Sun)",Not rated,-,-
Mackitchen,300,North Indian,Ahmedabad,Prahlad Nagar,https://www.zomato.com/ahmedabad/mackitchen-prahlad-nagar/info,109,Quick Bites,11am to 11pm(Mon-Sun),Not rated,-,-
Cambay Sweets,300,Mithai,Ahmedabad,Sarkhej,https://www.zomato.com/ahmedabad/cambay-sweets-sarkhej/info,109,Sweet Shop,10am to 10pm(Mon-Sun),Not rated,-,-
Chicago Pizza,550,"Pizza,Fast Food",Ahmedabad,Bopal,https://www.zomato.com/ahmedabad/chicago-pizza-bopal/info,11,Quick Bites,12noon to 3am(Mon-Sun),Good,3.6,265
Mahalaxmi Pav Bhaji,400,Fast Food,Ahmedabad,C G Road,https://www.zomato.com/ahmedabad/mahalaxmi-pav-bhaji-c-g-road/info,11,Quick Bites,6pm to 12midnight(Mon-Sun),Very Good,4.1,247
Bhookh Lagi Hai,300,North Indian,Ahmedabad,Navrangpura,https://www.zomato.com/ahmedabad/bhookh-lagi-hai-navrangpura/info,11,Quick Bites,1pm to 12midnight(Mon-Sun),Very Good,4.1,154
Chef's Pizza,500,"Pizza,Rolls,Sandwich",Ahmedabad,Bhadra,https://www.zomato.com/ahmedabad/chefs-pizza-bhadra/info,11,Quick Bites,1pm to 12midnight(Mon-Sun),Very Good,4.1,256
Kabir Restaurant,600,North Indian,Ahmedabad,Gurukul,https://www.zomato.com/ahmedabad/kabir-restaurant-gurukul/info,11,Casual Dining,8am to 11pm(Mon-Sun),Very Good,4,2922
Brick Kitchen - Five Petals,900,"North Indian,Chinese,Continental",Ahmedabad,Ghatlodia,https://www.zomato.com/ahmedabad/brick-kitchen-five-petals-ghatlodia/info,11,Casual Dining,"12noon to 3pm,7pm to 11pm(Mon-Sun)",Excellent,4.5,1411
Mirch Masala,1000,North Indian,Ahmedabad,C G Road,https://www.zomato.com/ahmedabad/mirch-masala-c-g-road/info,11,Casual Dining,"12noon to 3pm,7pm to 11pm(Mon-Sun)",Very Good,4.2,692
Urban Khichdi,600,"North Indian,Continental",Ahmedabad,Vastrapur,https://www.zomato.com/ahmedabad/urban-khichdi-vastrapur/info,11,Casual Dining,"12noon to 4pm,7pm to 11pm(Mon-Sun)",Excellent,4.7,405
Fozzie's Pizzaiolo. Cafe. Deli,900,"Cafe,Italian",Ahmedabad,Bodakdev,https://www.zomato.com/ahmedabad/fozzies-pizzaiolo-cafe-deli-bodakdev/info,11,Café,1130am to 11pm(Mon-Sun),Very Good,4.1,1668
Radhika's Authentic South Indian Food,600,South Indian,Ahmedabad,Gurukul,https://www.zomato.com/ahmedabad/radhikas-authentic-south-indian-food-gurukul/info,11,Casual Dining,830am to 11pm(Mon-Sun),Very Good,4.2,847
Queso Y Cafe,750,"Cafe,North Indian,Chinese,Beverages",Ahmedabad,Navrangpura,https://www.zomato.com/ahmedabad/queso-y-cafe-navrangpura/info,11,Café,9am to 11pm(Mon-Sun),Very Good,4.2,727
Mezza 9,700,"Thai,Mexican,Italian,Continental,North Indian",Ahmedabad,Airport Gandhinagar Highway,https://www.zomato.com/ahmedabad/mezza-9-1-airport-gandhinagar-highway-gandhinagar/info,11,Casual Dining,"11am to 3pm,7pm to 1130pm(Mon-Sun)",Good,3.8,172
Farki,300,Desserts,Ahmedabad,Gurukul,https://www.zomato.com/ahmedabad/farki-gurukul/info,11,Dessert Parlor,9am to 11pm(Mon-Sun),Excellent,4.5,581
Madhavrao,600,"Maharashtrian,Gujarati",Ahmedabad,Prahlad Nagar,https://www.zomato.com/ahmedabad/madhavrao-2-prahlad-nagar/info,11,Casual Dining,11am to 11pm(Mon-Sun),Good,3.9,497
Yash's GBT,800,"Italian,Cafe",Ahmedabad,Gulbai Tekra,https://www.zomato.com/ahmedabad/yashs-gbt-gulbai-tekra/info,11,Casual Dining,11am to 11pm(Mon-Sun),Very Good,4.2,621
Vishwakarma,450,"North Indian,South Indian,Chinese",Ahmedabad,Chopati-- Sector 16,https://www.zomato.com/ahmedabad/vishwakarma-sector-16-gandhinagar/info,110,Food Court,12noon to 11pm(Mon-Sun),None,NEW,NEW
Shree Krishna,300,Mithai,Ahmedabad,Ambavadi,https://www.zomato.com/ahmedabad/shree-krishna-ambavadi/info,110,Sweet Shop,11am to 10pm(Mon-Sun),Not rated,-,-
Vadilal Hangout Parlour,300,"Ice Cream,Fast Food",Ahmedabad,Satellite,https://www.zomato.com/ahmedabad/vadilal-hangout-parlour-satellite/info,110,Dessert Parlor,1pm to 10pm(Mon-Sun),Average,3,4
Cafe Cakes & Bakes,400,"Fast Food,Desserts",Ahmedabad,Bopal,https://www.zomato.com/ahmedabad/cafe-cakes-bakes-bopal/info,110,Quick Bites,11am to 11pm(Mon-Sun),Not rated,-,-
429 Restaurant,800,"North Indian,Chinese,Fast Food",Ahmedabad,Ellis Bridge,https://www.zomato.com/ahmedabad/429-restaurant-ellis-bridge/info,110,Casual Dining,"11am to 330pm,7pm to 11pm(Mon-Sun)",None,NEW,NEW
Food@Home,550,Fast Food,Ahmedabad,Bodakdev,https://www.zomato.com/ahmedabad/food@home-bodakdev/info,110,Quick Bites,"8pm to 11pm(Mon-Fri),7pm to 11pm(Sat),11am to ...",None,NEW,NEW
La Gustosa,200,"Fast Food,Beverages",Ahmedabad,Thaltej,https://www.zomato.com/ahmedabad/la-gustosa-1-thaltej/info,110,Food Court,1pm to 11pm(Mon-Sun),None,NEW,NEW
Green Chilly,500,"Chinese,North Indian,Fast Food",Ahmedabad,Nikol,https://www.zomato.com/ahmedabad/green-chilly-nikol/info,110,Quick Bites,11am to 11pm(Mon-Sun),Not rated,-,-
Freshway,400,Healthy Food,Ahmedabad,Bodakdev,https://www.zomato.com/ahmedabad/freshway-bodakdev/info,110,Quick Bites,6am to 11pm(Mon-Sun),Average,3,4
Aahartatva,200,Gujarati,Ahmedabad,Naranpura,https://www.zomato.com/ahmedabad/aahartatva-naranpura/info,110,none,11am to 11pm(Mon-Sun),Not rated,-,-
Foodiesta,900,"North Indian,Chinese,Italian,Fast Food,Beverages",Ahmedabad,Gurukul,https://www.zomato.com/ahmedabad/foodiesta-gurukul/info,110,Casual Dining,"11am to 330pm,630pm to 11pm(Mon-Sun)",None,NEW,NEW
Bheruji Fast Food,100,Gujarati,Ahmedabad,Gota,https://www.zomato.com/ahmedabad/bheruji-fast-food-gota/info,110,none,11am to 11pm(Mon-Sun),None,NEW,NEW
Shree Krishna Diary,200,"Beverages,Ice Cream",Ahmedabad,Memnagar,https://www.zomato.com/ahmedabad/shree-krishna-diary-memnagar/info,110,Beverage Shop,11am to 11pm(Mon-Sun),Average,3,4
Punjab Paratha,150,North Indian,Ahmedabad,Vastral,https://www.zomato.com/ahmedabad/punjab-paratha-vastral/info,110,Quick Bites,"1130am to 3pm,630pm to 11pm(Mon-Sun)",None,NEW,NEW
Shree Indore Chaat House,150,Fast Food,Ahmedabad,Isanpur,https://www.zomato.com/ahmedabad/shree-indore-chaat-house-isanpur/info,110,Quick Bites,730am to 10pm(Mon-Sun),Average,3,4
Cake 4 All,200,Bakery,Ahmedabad,Isanpur,https://www.zomato.com/ahmedabad/cake-4-all-isanpur/info,111,Bakery,1130am to 11pm(Mon-Sun),Average,2.9,4
Shiv BhajiPav & Pulav,300,"Street Food,Fast Food",Ahmedabad,The Spicy Street-- Airport Gandhinagar Highway,https://www.zomato.com/ahmedabad/shiv-bhajipav-pulav-airport-gandhinagar-highway-gandhinagar/info,111,Food Court,11am to 11pm(Mon-Sun),Not rated,-,-
Te cosy,300,Fast Food,Ahmedabad,Bodakdev,https://www.zomato.com/ahmedabad/te-cosy-bodakdev/info,111,Quick Bites,10am to 7pm(Mon-Sun),Not rated,-,-
MJ Club,250,"Sandwich,Fast Food,Pizza",Ahmedabad,Gurukul,https://www.zomato.com/ahmedabad/mj-club-gurukul/info,111,Quick Bites,11am to 11pm(Mon-Sun),Not rated,-,-
Devaadi,300,North Indian,Ahmedabad,C G Road,https://www.zomato.com/ahmedabad/devaadi-c-g-road/info,111,Casual Dining,"11am to 3pm,7pm to 11pm(Mon-Sun)",Not rated,-,-
Shreeji Chocolates,250,"Mithai,Desserts",Ahmedabad,Gota,https://www.zomato.com/ahmedabad/shreeji-chocolates-gota/info,111,Sweet Shop,7am to 11am(Mon-Sun),Not rated,-,-
Cafe 615,250,Fast Food,Ahmedabad,Satellite,https://www.zomato.com/ahmedabad/cafe-615-satellite/info,111,Quick Bites,9am to 9pm(Mon-Sun),Not rated,-,-
Silver Pearl,800,North Indian,Ahmedabad,Nava Vadaj,https://www.zomato.com/ahmedabad/silver-pearl-nava-vadaj/info,111,Casual Dining,"11am to 3pm,7pm to 11pm(Mon-Sun)",Not rated,-,-
Gandhinagar Nu Manek Chowk,250,"Chinese,Gujarati,North Indian",Ahmedabad,Airport Gandhinagar Highway,https://www.zomato.com/ahmedabad/gandhinagar-nu-manek-chowk-airport-gandhinagar-highway-gandhinagar/info,111,Casual Dining,10am to 11pm(Mon-Sun),Not rated,-,-
Hotel Milan,350,North Indian,Ahmedabad,Sarkhej,https://www.zomato.com/ahmedabad/hotel-milan-sarkhej/info,111,Casual Dining,"11am to 4pm,7pm to 11pm(Mon-Sun)",Not rated,-,-
Celebration,500,"North Indian,Chinese,Continental",Ahmedabad,Odhav,https://www.zomato.com/ahmedabad/celebration-odhav/info,111,Casual Dining,"11am to 330pm,7pm to 11pm(Mon-Sun)",Not rated,-,-
Manmohan's,200,"Mithai,Street Food",Ahmedabad,Bopal,https://www.zomato.com/ahmedabad/manmohans-bopal/info,111,Sweet Shop,8am to 9pm(Mon-Sun),Not rated,-,-
Hira Misthan,400,Mithai,Ahmedabad,Chandkheda,https://www.zomato.com/ahmedabad/hira-misthan-chandkheda/info,111,Sweet Shop,7am to 1030pm(Mon-Sun),Not rated,-,-
Fusion Creations,400,"Desserts,Bakery",Ahmedabad,Naranpura,https://www.zomato.com/ahmedabad/fusion-creations-naranpura/info,111,Dessert Parlor,11am to 7pm(Mon-Sun),Not rated,-,-
Rookies- The Hangout Cafe,400,Fast Food,Ahmedabad,Bopal,https://www.zomato.com/ahmedabad/rookies-the-hangout-cafe-bopal/info,111,Quick Bites,11am to 11pm(Mon-Sun),Not rated,-,-
Ashok Sandwiches,200,Fast Food,Ahmedabad,Shahibagh,https://www.zomato.com/ahmedabad/ashok-sandwiches-shahibagh/info,112,Quick Bites,11am to 830pm(Mon-Sun),Not rated,-,-
Mr. Food,500,North Indian,Ahmedabad,Ashram Road,https://www.zomato.com/ahmedabad/mr-food-ashram-road/info,112,none,11am to 11pm(Mon-Sun),Not rated,-,-
Bal Krishna Cake King,300,Bakery,Ahmedabad,Ghatlodia,https://www.zomato.com/ahmedabad/bal-krishna-cake-king-ghatlodia/info,112,Bakery,9am to 10pm(Mon-Sun),Not rated,-,-
Archit's Kitchen,300,Maharashtrian,Ahmedabad,Chandkheda,https://www.zomato.com/ahmedabad/archits-kitchen-chandkheda/info,112,none,"1130am to 2pm,730pm to 11pm(Mon-Sun)",None,NEW,NEW
Only Burgers,350,Burger,Ahmedabad,Hansol,https://www.zomato.com/ahmedabad/only-burgers-hansol/info,112,Quick Bites,11am to 11pm(Mon-Sun),None,NEW,NEW
Jay Khodiyar Bhajiya House,200,Street Food,Ahmedabad,Naroda,https://www.zomato.com/ahmedabad/jay-khodiyar-bhajiya-house-naroda/info,112,Quick Bites,8am to 8pm(Mon-Sun),Not rated,-,-
Supper Snacks,300,Fast Food,Ahmedabad,Ashram Road,https://www.zomato.com/ahmedabad/supper-snacks-ashram-road/info,112,Quick Bites,10am to 8pm(Mon-Sun),Not rated,-,-
AD Foods,400,"North Indian,Chinese,Fast Food",Ahmedabad,Vastrapur,https://www.zomato.com/ahmedabad/ad-foods-vastrapur/info,112,Quick Bites,10am to 11pm(Mon-Sun),None,NEW,NEW
Maa Hinglaj Chinese centre,500,"Chinese,North Indian",Ahmedabad,Satellite,https://www.zomato.com/ahmedabad/maa-hinglaj-chinese-centre-satellite/info,112,Quick Bites,"11am to 3pm,6pm to 11pm(Mon-Sun)",None,NEW,NEW
Food Zone,500,Fast Food,Ahmedabad,Thaltej,https://www.zomato.com/ahmedabad/food-zone-thaltej/info,112,Quick Bites,11am to 11pm(Mon-Sun),Not rated,-,-
Al Barakat,100,Fast Food,Ahmedabad,Shahpur,https://www.zomato.com/ahmedabad/al-barakat-shahpur/info,112,Quick Bites,11am to 11pm(Mon-Sun),Not rated,-,-
Chako,400,Fast Food,Ahmedabad,Chandkheda,https://www.zomato.com/ahmedabad/chako-chandkheda/info,112,Quick Bites,11am to 11pm(Mon-Sun),Not rated,-,-
Khodal Kathyavadi,500,"North Indian,Gujarati",Ahmedabad,Gota,https://www.zomato.com/ahmedabad/khodal-kathyavadi-gota/info,112,Casual Dining,"11am to 4pm,7pm to 11pm(Mon-Sun)",None,NEW,NEW
Darbar Lassi Centre,300,Fast Food,Ahmedabad,Vastral,https://www.zomato.com/ahmedabad/darbar-lassi-centre-vastral/info,112,Quick Bites,12noon to 10pm(Mon-Sun),Not rated,-,-
Mr Food,300,Pizza,Ahmedabad,Chandkheda,https://www.zomato.com/ahmedabad/mr-food-chandkheda/info,112,Food Court,7pm to 11pm(Mon-Sun),Not rated,-,-
Simun Bake & Cake,400,Bakery,Ahmedabad,Kalupur,https://www.zomato.com/ahmedabad/simun-bake-cake-kalupur/info,113,Bakery,11am to 11pm(Mon-Sun),Not rated,-,-
Fresh Fruit Juice & Platter,200,"Beverages,Healthy Food",Ahmedabad,Nikol,https://www.zomato.com/ahmedabad/fresh-fruit-juice-platter-nikol/info,113,none,9am to 1030pm(Mon-Sun),None,NEW,NEW
Geet's Kitchen,300,South Indian,Ahmedabad,Naroda,https://www.zomato.com/ahmedabad/geets-kitchen-naroda/info,113,none,"10am to 2pm(Mon-Fri),10am to 10pm(Sat-Sun)",Not rated,-,-
New Zealand Dots,200,Ice Cream,Ahmedabad,Gurukul,https://www.zomato.com/ahmedabad/new-zealand-dots-gurukul/info,113,none,11am to 11pm(Mon-Sun),Not rated,-,-
Anand Snacks,150,"Fast Food,Street Food",Ahmedabad,Mani Nagar,https://www.zomato.com/ahmedabad/anand-snacks-mani-nagar/info,113,Quick Bites,8am to 10pm(Mon-Sun),Not rated,-,-
Rekha Restaurant,400,North Indian,Ahmedabad,Mani Nagar,https://www.zomato.com/ahmedabad/rekha-restaurant-mani-nagar/info,113,Casual Dining,10am to 11pm(Mon-Sun),Not rated,-,-
Gabru Desi,400,Street Food,Ahmedabad,Bodakdev,https://www.zomato.com/ahmedabad/gabru-desi-bodakdev/info,113,Food Truck,9am to 6pm(Mon-Sun),Not rated,-,-
Karnavati Dabeli  & Vadapav,200,Fast Food,Ahmedabad,Chandkheda,https://www.zomato.com/ahmedabad/karnavati-dabeli-vadapav-chandkheda/info,113,Quick Bites,10am to 10pm(Mon-Sun),Not rated,-,-
The Chocolate Factory,500,Desserts,Ahmedabad,Ambavadi,https://www.zomato.com/ahmedabad/the-chocolate-factory-ambavadi/info,113,Dessert Parlor,10am to 10pm(Mon-Sun),Not rated,-,-
Bherunath Cooking Home Service,200,North Indian,Ahmedabad,Sola,https://www.zomato.com/ahmedabad/bherunath-cooking-home-service-sola/info,113,Quick Bites,"9am to 1pm,5pm to 9pm(Mon-Sun)",Not rated,-,-
Jay Mahadev,250,"North Indian,South Indian",Ahmedabad,Sector 21-- Gandhinagar,https://www.zomato.com/ahmedabad/jay-mahadev-sector-21-gandhinagar/info,113,Quick Bites,11am to 11pm(Mon-Sun),Not rated,-,-
I Dream of Cakes,400,Bakery,Ahmedabad,Gurukul,https://www.zomato.com/ahmedabad/i-dream-of-cakes-gurukul/info,113,Bakery,9am to 7pm(Mon-Sun),Not rated,-,-
