,name,address,phone,online_order,rest_type,cuisines,listed_in(type),book_table,rate,approx_cost(for two people),menu_item,listed_in(city)
47,1722 Urban Bistro,"AJ Inc, 126, Ground Floor, KHB Colony, Koramangala 5th Block, Bangalore","080 43714030
+91 8151979797",Yes,Casual Dining,"North Indian, Chinese, Fast Food, Biryani",Delivery,Yes,4.1/5,600,"['French Fries with Mayonnaise', 'UB Club Chicken Sandwich', 'Mini Chicken Burger', 'Classic Chicken Burger', 'BBQ Cottage Cheese Pizza', 'Chicken Pasta in Alfredo Sauce', 'Veg Schezwan Fried Rice', 'Veg Schezwan Noodles', 'Chicken Hakka Noodles', 'Naan', 'Roti', 'Kerala Parotta', 'Hyderabadi Dum Chicken Biryani', 'Chicken Lollipop', 'Crispy Fried Prawns', 'Chilli Chicken Gravy', 'Butter Chicken', 'Golden Fried Baby Corn', 'Chicken Lollipop', 'Back Water Curry Leaf Flavored Chicken', 'Crispy Fried Chicken', 'Honey Garlic Chicken Strips', 'Kerala Chilli Chicken', 'Fish and Chips', 'Crispy Fried Prawns', 'Masala Fried Prawns', 'Chicken Steak', 'Fish Steak', 'Paneer Chilli Gravy', 'Dal Tadka', 'Chilli Chicken Gravy', 'Butter Chicken', 'Malabar Chicken Curry', 'Chicken Tikka Masala', 'Kadai Chicken', 'Chicken Mappas', 'Chicken Khurchan', 'Kerala Fish Curry', 'Malabar Prawns Curry', 'Phulka', 'Naan', 'Roti', 'Kulcha', 'Garlic Naan', 'Masala Kulcha', 'Aloo Paratha', 'Ceylon Parotta', 'Kerala Parotta', 'Steamed Rice', 'Jeera Rice', 'Ghee Rice', 'Veg Pulao', 'Vegetable Biryani', 'Hyderabadi Dum Chicken Biryani', 'Veg Fried Rice', 'Veg Schezwan Fried Rice', 'Chicken Fried Rice', 'Schezwan Chicken Fried Rice', 'Mixed Fried Rice', 'Veg Hakka Noodles', 'Veg Schezwan Noodles', 'Chicken Hakka Noodles', 'Schezwan Chicken Noodles', 'Mixed Noodles', 'Margherita Pizza', 'Pizza Di Sicilia', 'BBQ Cottage Cheese Pizza', 'Chicken Pesto Pizza', 'Chicken Tikka Pizza', 'BBQ Chicken Pizza', 'Cheese Baked Pasta', 'Veg Arrabiata Pasta', 'Veg Alfredo Pasta', 'Veg Pasta in Pesto Sauce', 'Chicken Cheese Baked Pasta', 'Chicken Pasta in Arrabiata Sauce', 'Chicken Pasta in Alfredo Sauce', 'Chicken Pasta in Pesto Sauce', 'Cottage Cheese Sandwich', 'Veg Sandwich', 'UB Club Veg Sandwich', 'Egg and Cheese Sandwich', 'Chicken Sandwich', 'UB Club Chicken Sandwich', 'Veg Mini Burger', 'Classic Veg Burger', 'BBQ Veg Burger', 'Spicy Salsa Burger', 'UB Jumbo Veg Burger', 'Mini Chicken Burger', 'Classic Chicken Burger', 'BBQ Chicken Burger', 'UB Jumbo Chicken Burger', 'Jalapeno Cheesy Bites', 'Onion Rings', 'French Fries with Mayonnaise', 'Crispy Cottage Cheese Fingers', 'Classic Bruschetta', 'Cheesy Garlic Bread', 'Potato Wedges', 'Appam', 'Egg Appam', 'Vegetable Stew with Appam', 'Chicken Stew with Appam', 'Gulab Jamun', 'Brownie']",Jayanagar
48,1722 Urban Bistro,"AJ Inc, 126, Ground Floor, KHB Colony, Koramangala 5th Block, Bangalore","080 43714030
+91 8151979797",Yes,Casual Dining,"North Indian, Chinese, Fast Food, Biryani",Dine-out,Yes,4.1 /5,600,[],Koramangala 5th Block
49,1722 Urban Bistro,"AJ Inc, 126, Ground Floor, KHB Colony, Koramangala 5th Block, Bangalore","080 43714030
+91 8151979797",Yes,Casual Dining,"North Indian, Chinese, Fast Food, Biryani",Delivery,Yes,4.1/5,600,[],BTM
50,1722 Urban Bistro,"AJ Inc, 126, Ground Floor, KHB Colony, Koramangala 5th Block, Bangalore","080 43714030
+91 8151979797",Yes,Casual Dining,"North Indian, Chinese, Fast Food, Biryani",Dine-out,Yes,4.1/5,600,"['French Fries with Mayonnaise', 'UB Club Chicken Sandwich', 'Mini Chicken Burger', 'Classic Chicken Burger', 'BBQ Cottage Cheese Pizza', 'Chicken Pasta in Alfredo Sauce', 'Veg Schezwan Fried Rice', 'Veg Schezwan Noodles', 'Chicken Hakka Noodles', 'Schezwan Chicken Noodles', 'Naan', 'Roti', 'Kerala Parotta', 'Hyderabadi Dum Chicken Biryani', 'Veg Power Meal', 'Mini Meal', 'Chicken Power Meal', 'Mini Chicken Meal', 'Chicken Lollipop', 'Tandoori Chicken', 'Crispy Fried Prawns', 'Paneer Tikka Masala', 'Paneer Butter Masala', 'Kadai Paneer', 'Chilli Chicken Gravy', 'Butter Chicken', 'Veg Power Meal', 'Mini Meal', 'Chicken Power Meal', 'Mini Chicken Meal', 'Fish Power Meal', 'Golden Fried Baby Corn', 'Paneer Tikka', 'Malai Paneer Tikka', 'Chicken Lollipop', 'Back Water Curry Leaf Flavored Chicken', 'Crispy Fried Chicken', 'Honey Garlic Chicken Strips', 'Kerala Chilli Chicken', 'Chicken Tikka', 'Hariyali Chicken Kabab', 'Reshmi Chicken Kebab', 'Tandoori Chicken', 'Fish and Chips', 'Fish Tikka', 'Crispy Fried Prawns', 'Masala Fried Prawns', 'Tandoori Prawns', 'Chicken Steak', 'Fish Steak', 'Mexican Steak', 'Mushroom Mutter Gravy', 'Paneer Tikka Masala', 'Paneer Butter Masala', 'Kadai Paneer', 'Palak Paneer', 'Kadai Veg', 'Paneer Chilli Gravy', 'Dal Fry', 'Dal Tadka', 'Chilli Chicken Gravy', 'Butter Chicken', 'Malabar Chicken Curry', 'Chicken Tikka Masala', 'Kadai Chicken', 'Chicken Mappas', 'Chicken Khurchan', 'Kerala Fish Curry', 'Malabar Prawns Curry', 'Phulka', 'Naan', 'Roti', 'Kulcha', 'Garlic Naan', 'Masala Kulcha', 'Aloo Paratha', 'Ceylon Parotta', 'Kerala Parotta', 'Steamed Rice', 'Jeera Rice', 'Ghee Rice', 'Veg Pulao', 'Vegetable Biryani', 'Hyderabadi Dum Chicken Biryani', 'Veg Fried Rice', 'Veg Schezwan Fried Rice', 'Chicken Fried Rice', 'Schezwan Chicken Fried Rice', 'Mixed Fried Rice', 'Veg Hakka Noodles', 'Veg Schezwan Noodles', 'Chicken Hakka Noodles', 'Schezwan Chicken Noodles', 'Mixed Noodles', 'Margherita Pizza', 'Pizza Di Sicilia', 'BBQ Cottage Cheese Pizza', 'Chicken Pesto Pizza', 'Chicken Tikka Pizza', 'BBQ Chicken Pizza', 'Cheese Baked Pasta', 'Veg Arrabiata Pasta', 'Veg Alfredo Pasta', 'Veg Pasta in Pesto Sauce', 'Chicken Cheese Baked Pasta', 'Chicken Pasta in Arrabiata Sauce', 'Chicken Pasta in Alfredo Sauce', 'Chicken Pasta in Pesto Sauce', 'Cottage Cheese Sandwich', 'Veg Sandwich', 'UB Club Veg Sandwich', 'Egg and Cheese Sandwich', 'Chicken Sandwich', 'UB Club Chicken Sandwich', 'Veg Mini Burger', 'Classic Veg Burger', 'BBQ Veg Burger', 'Spicy Salsa Burger', 'UB Jumbo Veg Burger', 'Mini Chicken Burger', 'Classic Chicken Burger', 'BBQ Chicken Burger', 'UB Jumbo Chicken Burger', 'Jalapeno Cheesy Bites', 'Onion Rings', 'French Fries with Mayonnaise', 'Crispy Cottage Cheese Fingers', 'Classic Bruschetta', 'Cheesy Garlic Bread', 'Potato Wedges', 'Appam', 'Egg Appam', 'Vegetable Stew with Appam', 'Chicken Stew with Appam', 'Gulab Jamun', 'Brownie']",BTM
51,1722 Urban Bistro,"AJ Inc, 126, Ground Floor, KHB Colony, Koramangala 5th Block, Bangalore","080 43714030
+91 8151979797",Yes,Casual Dining,"North Indian, Chinese, Fast Food, Biryani",Dine-out,Yes,4.1 /5,600,[],Koramangala 4th Block
52,18+ Ice Cafe,"408, 2nd Floor, 2nd Block, Opposite Kotak Mahindra Bank, HRBR Layout, Kammanahalli, Bangalore","+91 9535297444
+91 9901659489",No,Cafe,"Cafe, Fast Food, Chinese, Beverages",Dine-out,No,3.5 /5,550,[],Kammanahalli
53,18+ Ice Cafe,"408, 2nd Floor, 2nd Block, Opposite Kotak Mahindra Bank, HRBR Layout, Kammanahalli, Bangalore","+91 9535297444
+91 9901659489",No,Cafe,"Cafe, Fast Food, Chinese, Beverages",Cafes,No,3.5/5,550,[],Kalyan Nagar
54,18+ Ice Cafe,"408, 2nd Floor, 2nd Block, Opposite Kotak Mahindra Bank, HRBR Layout, Kammanahalli, Bangalore","+91 9535297444
+91 9901659489",No,Cafe,"Cafe, Fast Food, Chinese, Beverages",Delivery,No,3.5/5,550,[],Kalyan Nagar
55,18+ Ice Cafe,"408, 2nd Floor, 2nd Block, Opposite Kotak Mahindra Bank, HRBR Layout, Kammanahalli, Bangalore","+91 9535297444
+91 9901659489",No,Cafe,"Cafe, Fast Food, Chinese, Beverages",Dine-out,No,3.5/5,550,[],Kalyan Nagar
56,1947,"296, Ram Towers, 100 Feet Ring Road, Banashankari, Bangalore","080 26791213
+91 9739989446",No,Casual Dining,"North Indian, Chinese",Delivery,Yes,4.0/5,850,[],Banashankari
57,1947,"296, Ram Towers, 100 Feet Ring Road, Banashankari, Bangalore","080 26791213
+91 9739989446",No,Casual Dining,"North Indian, Chinese",Dine-out,Yes,4.0/5,850,[],Banashankari
58,1947,"5, 4th Floor, Above GIRIAS, 15th Cross, Malleshwaram, Bangalore","080 41314321
+91 9739989448",No,Casual Dining,"North Indian, Chinese",Buffet,Yes,4.0 /5,950,[],Malleshwaram
59,1947,"5, 4th Floor, Above GIRIAS, 15th Cross, Malleshwaram, Bangalore","080 41314321
+91 9739989448",No,Casual Dining,"North Indian, Chinese",Delivery,Yes,4.0 /5,950,[],Malleshwaram
60,1947,"5, 4th Floor, Above GIRIAS, 15th Cross, Malleshwaram, Bangalore","080 41314321
+91 9739989448",No,Casual Dining,"North Indian, Chinese",Dine-out,Yes,4.0 /5,950,[],Malleshwaram
61,1947,"5, Ground Floor, Number 2, First Main, Industrial Town, West of Chord Road, Rajajinagar, Bangalore","+91 9739989491
080 41321947",No,Casual Dining,"North Indian, Chinese, Continental",Buffet,Yes,3.9 /5,"1,000",[],Rajajinagar
62,1947,"5, Ground Floor, Number 2, First Main, Industrial Town, West of Chord Road, Rajajinagar, Bangalore","+91 9739989491
080 41321947",No,Casual Dining,"North Indian, Chinese, Continental",Delivery,Yes,3.9 /5,"1,000",[],Rajajinagar
63,1947,"5, Ground Floor, Number 2, First Main, Industrial Town, West of Chord Road, Rajajinagar, Bangalore","+91 9739989491
080 41321947",No,Casual Dining,"North Indian, Chinese, Continental",Dine-out,Yes,3.9 /5,"1,000",[],Rajajinagar
64,1947,"62, The High Street Building, 5th Floor, 4T Block, Opposite Vijaya College, Jayanagar, Bangalore","080 41261947
+91 9739989453",No,Casual Dining,"North Indian, Chinese",Dine-out,Yes,4.1 /5,950,[],Basavanagudi
65,1947,"62, The High Street Building, 5th Floor, 4T Block, Opposite Vijaya College, Jayanagar, Bangalore","080 41261947
+91 9739989453",No,Casual Dining,"North Indian, Chinese",Buffet,Yes,4.1/5,950,[],Basavanagudi
66,1947,"62, The High Street Building, 5th Floor, 4T Block, Opposite Vijaya College, Jayanagar, Bangalore","080 41261947
+91 9739989453",No,Casual Dining,"North Indian, Chinese",Delivery,Yes,4.1/5,950,[],Basavanagudi
67,1947,"62, The High Street Building, 5th Floor, 4T Block, Opposite Vijaya College, Jayanagar, Bangalore","080 41261947
+91 9739989453",No,Casual Dining,"North Indian, Chinese",Dine-out,Yes,4.1 /5,950,[],Jayanagar
68,1980s Games Cafe,"63, 1st Floor, Kanakapura Road, Basavanagudi, Bangalore",080 41677077,Yes,Cafe,"Cafe, Fast Food",Cafes,No,3.4/5,400,[],Basavanagudi
69,1980s Games Cafe,"63, 1st Floor, Kanakapura Road, Basavanagudi, Bangalore",080 41677077,Yes,Cafe,"Cafe, Fast Food",Delivery,No,3.4/5,400,[],Banashankari
70,1980s Games Cafe,"63, 1st Floor, Kanakapura Road, Basavanagudi, Bangalore",080 41677077,Yes,Cafe,"Cafe, Fast Food",Dine-out,No,3.4/5,400,[],Basavanagudi
71,1992 Chats - Space,"484, 11th Cross, 6th Main, Nagpura Main Road, Mahalakshmi Puram, Rajajinagar, Bangalore","+91 8971490683
+91 9591487223",Yes,Quick Bites,Street Food,Delivery,No,3.7 /5,200,"['Special 1992 Grilled Sandwich', 'Paneer Masala Grilled Sandwich', 'Mushroom Masala Grilled Sandwich', 'Paneer Roll', 'Mushroom Roll', '1992 Spicy Roll', 'Rose Falooda', 'Kesar Badam Falooda', 'Regular Piri Piri Fries', 'Large Masala Salted Fries', 'Large Piri Piri Fries', 'Peri Peri Twistato', 'Special 1992 Grilled Sandwich', 'Mexican Veg Grilled Sandwich', 'Veg Grilled Sandwich', 'Chilly Cheese Grilled Sandwich', 'Plain Cheese Grilled Sandwich', 'Veg Masala Grilled Sandwich', 'Chocolate Grilled Sandwich', 'Choco Banana Punch Grilled Sandwich', 'Aloo Cheese Grilled Sandwich', 'Veg Paneer Grilled Sandwich', 'Veg Corn Grilled Sandwich', 'Corn Cheese Grilled Sandwich', 'Mixed Fruit Grilled Sandwich', 'Cheese Dahi Corn Grilled Sandwich', 'Cheese Dahi Chilly Grilled Sandwich', 'Paneer Masala Grilled Sandwich', 'Mushroom Masala Grilled Sandwich', 'Gulkand Cheese Grilled Sandwich', 'Bread Bhutter Jam Grilled Sandwich', 'Plain Bread Butter Grilled Sandwich', 'Veg Roll', 'Paneer Roll', 'Mushroom Roll', '1992 Spicy Roll', 'Regular Piri Piri Fries', 'Regular Masala Salted Fries', 'Large Masala Salted Fries', 'Large Piri Piri Fries', 'Masala Salted Twistato', 'Peri Peri Twistato', 'Rose Falooda', 'Kesar Badam Falooda', 'Strawberry Falooda', '1992 Special Falooda', 'Apple Milkshake', 'Pomegranate Milkshake', 'Sharjah Milkshake', 'Vanilla Milkshake', 'Strawberry Milkshake', 'Blackcurrant Milkshake', 'Banana Milkshake', 'Muskmelon Milkshake', 'Badam Milkshake', 'Dry Fruit Milkshake', 'Pudina Lime Juice', 'Ginger Lime Juice', 'Watermelon Juice', 'Pineapple Juice', 'Grape Juice', 'Cold Coffee', 'Green Tea', 'Strawberry Frappe', 'Oreo Frappe', 'Banana Lassi', 'Fruit Lassi', 'Strawberry Lassi', 'Chocolate Lassi', 'Blackcurrant Lassi', 'Rose Lassi', 'Dry Fruit Lassi']",Malleshwaram
72,1992 Chats - Space,"484, 11th Cross, 6th Main, Nagpura Main Road, Mahalakshmi Puram, Rajajinagar, Bangalore","+91 8971490683
+91 9591487223",Yes,Quick Bites,Street Food,Dine-out,No,3.7 /5,200,[],Rajajinagar
73,1Q1,"1, Express Building, Queens Road, Infantry Road, Bangalore",080 48050101,No,"Casual Dining, Bar","Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese",Dine-out,Yes,4.3/5,"2,500",[],Brigade Road
74,1Q1,"1, Express Building, Queens Road, Infantry Road, Bangalore",080 48050101,No,"Casual Dining, Bar","Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese",Drinks & nightlife,Yes,4.3/5,"2,500",[],Brigade Road
75,1Q1,"1, Express Building, Queens Road, Infantry Road, Bangalore",080 48050101,No,"Casual Dining, Bar","Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese",Pubs and bars,Yes,4.3/5,"2,500",[],Brigade Road
76,1TO3 Kitchen,"Kadubeesanahalli, Opposite JP Morgan, Marathahalli, Bangalore","080 48661724
080 48661727",No,Delivery,"North Indian, Chinese, Continental, Italian, South Indian",Delivery,No,3.1 /5,800,[],Marathahalli
77,2 Statez,"7th Main Road, 1st Block, HRBR Layout, Kalyan Nagar, Bangalore","+91 9591896502
+91 9986532995",Yes,Casual Dining,"Kerala, Seafood, South Indian, North Indian, Chinese",Dine-out,No,3.7 /5,600,[],Kammanahalli
78,2 Statez,"7th Main Road, 1st Block, HRBR Layout, Kalyan Nagar, Bangalore","+91 9591896502
+91 9986532995",Yes,Casual Dining,"Kerala, Seafood, South Indian, North Indian, Chinese",Delivery,No,3.7/5,600,"['Veg Combo 1', 'Veg Combo 7', 'Veg Combo 10', 'Veg Combo 1', 'Veg Combo 2', 'Veg Combo 3', 'Veg Combo 4', 'Veg Combo 5', 'Veg Combo 7', 'Veg Combo 8', 'Veg Combo 9', 'Veg Combo 10', 'Chicken Combo 1', 'Chicken Combo 3', 'Chicken Combo 4', 'Chicken Combo 5', 'Fish Combo 1', 'Fish Combo 3', 'Fish Combo 4', 'Fish Combo 5', 'Egg Biryani Combo 1', 'Egg Biryani Combo 2', 'Chicken Biryani Combo 1', 'Chicken Biryani Combo 2', 'Chicken Biryani Combo 3', 'Veg Platter', 'Chicken Platter', 'Non Veg Platter', 'Sea Food Platter', 'Veg Clear Soup', 'Tomato Soup', 'Chicken Clear Soup', 'Crab Soup', 'Crispy Veg', 'Paneer Dry Fry', 'Paneer Sholay', 'Paneer Pepper Fry', 'Baby Corn Dry Fry', 'Baby Corn Pepper Fry', 'Baby Corn Sholay', 'Mushroom Dry Fry', 'Mushroom Sholay', 'Mushroom Pepper Fry', 'Gobhi Dry Fry', 'Gobhi Sholay', 'Gobhi Pepper Fry', 'Aloo Fry', 'Aloo Pepper Fry', 'Aloo Sholay', 'Chicken 65 [8 Pieces]', 'Boneless Chicken 65 [8 Pieces]', 'Chicken Pepper Fry [8 Pieces]', 'Boneless Chicken Pepper Fry [8 Pieces]', 'Chicken Ghee Roast [8 Pieces]', 'Boneless Chicken Ghee Roast [8 Pieces]', 'Chicken Sukka [8 Pieces]', 'Boneless Chicken Sukka [8 Pieces]', 'Chicken Lollipop [6 Pieces]', 'Mutton Fry', 'Mutton Pepper Fry', 'Mutton Sukka', 'Veg Kurma', 'Veg Stew', 'Paneer Butter Masala', 'Mushroom Masala', 'Mushroom Pepper Masala', 'Paneer Matar Masala', 'Baby Corn Masala', 'Baby Corn Pepper Masala', 'Gobhi Masala', 'Gobhi Matar Masala', 'Tomato Fry', 'Aloo Matar', 'Aloo Gobhi Masala', 'Aloo Gobhi Dry', 'Aloo Bhaji', 'Kadala Curry', 'Egg Curry', 'Egg Masala', 'Chicken Malabar Curry', 'Chicken Stew', 'Chicken Kurma', 'Chicken Masala [8 Pieces]', 'Boneless Chicken Masala [8 Pieces]', 'Chicken Pepper Masala [8 Pieces]', 'Boneless Chicken Pepper Masala [8 Pieces]', 'Chicken Pepper Roast [8 Pieces]', 'Boneless Chicken Pepper Roast [8 Pieces]', 'Chicken Pepper Roast [8 Pieces]', 'Boneless Chicken Pepper Roast [8 Pieces]', 'Butter Chicken [8 Pieces]', 'Boneless Butter Chicken [8 Pieces]', 'Mutton Masala', 'Mutton Pepper Masala', 'Mutton Kurma', 'Mutton Roast', 'Mutton Pepper Roast', 'Kerala Parotta', 'Wheat Parotta', 'Ghee Rice', 'White Plain Rice', 'Veg Biryani', 'Egg Biryani', 'Chicken Biryani', 'Mutton Biryani', 'Pomfret Fish Biryani [Medium]', 'Seer Fish Biryani [Medium]', 'Netholi Fry', 'Netholi Coconut Oil Fry', 'Netholi Rava Fry', 'Ayala Fry', 'Ayala Coconut Oil Fry', 'Ayala Rava Fry', 'Seer Fish Fry', 'Seer Fish Coconut Oil Fry', 'Pomfret Fry', 'Pomfret Coconut Oil Fry', 'Pomfret Rava Fry', 'Kerala Seer Fish Masala', 'Mangalore Seer Fish Masala', 'Kerala Avoli Masala', 'Mangalore Avoli Masala', 'Seer Fish Roast', 'Avoli Roast', 'Squid Masala', 'Squid Pepper Masala', 'Squid Roast', 'Squid Pepper Roast', 'Squid Pepper Fry', 'Squid 65 Dry Fry', 'Squid Ghee Roast', 'Crab Masala', 'Crab Pepper Masala', 'Crab Roast', 'Crab Pepper Roast', 'Crab Sukka', 'Crab Fry', 'Prawns 65', 'Prawns Roast', 'Prawns Pepper Roast', 'Prawns Ghee Roast', 'Prawns Sukka', 'Prawns Masala', 'Prawns Pepper Masala', 'Prawns Pepper Fry', 'Kerala Seer Fish Curry', 'Mangalore Seer Fish Curry', 'Kerala Avoli Fish Curry', 'Mangalore Avoli Fish Curry', 'Kerala Ayala Curry', 'Mangalore Ayala Curry', 'Appam', 'Neer Dosa', 'Puttu', 'Stuffed Egg Puttu', 'Stuffed Chicken Puttu', 'Stuffed Mutton Puttu', 'Egg Ghee Roast', 'Egg Roast', 'Omelette', 'Egg Bhurji', 'Bulls Eye']",Kammanahalli
79,2 Statez,"7th Main Road, 1st Block, HRBR Layout, Kalyan Nagar, Bangalore","+91 9591896502
+91 9986532995",Yes,Casual Dining,"Kerala, Seafood, South Indian, North Indian, Chinese",Dine-out,No,3.7/5,600,[],Kalyan Nagar
80,2 Statez,"7th Main Road, 1st Block, HRBR Layout, Kalyan Nagar, Bangalore","+91 9591896502
+91 9986532995",Yes,Casual Dining,"Kerala, Seafood, South Indian, North Indian, Chinese",Delivery,No,3.7/5,600,[],Kalyan Nagar
81,20 Char - Sterlings MAC Hotel,"Sterling Mac Hotel, 134, HAL Old Airport Road, Old Airport Road, Bangalore","+91 7406560596
+91 7353757582",No,"Casual Dining, Bar","Chinese, Continental, North Indian, South Indian, Arabian",Buffet,Yes,4.0 /5,"1,400",[],Old Airport Road
82,20 Char - Sterlings MAC Hotel,"Sterling Mac Hotel, 134, HAL Old Airport Road, Old Airport Road, Bangalore","+91 7406560596
+91 7353757582",No,"Casual Dining, Bar","Chinese, Continental, North Indian, South Indian, Arabian",Delivery,Yes,4.0 /5,"1,400",[],Old Airport Road
83,20 Char - Sterlings MAC Hotel,"Sterling Mac Hotel, 134, HAL Old Airport Road, Old Airport Road, Bangalore","+91 7406560596
+91 7353757582",No,"Casual Dining, Bar","Chinese, Continental, North Indian, South Indian, Arabian",Dine-out,Yes,4.0 /5,"1,400",[],Old Airport Road
84,20 Char - Sterlings MAC Hotel,"Sterling Mac Hotel, 134, HAL Old Airport Road, Old Airport Road, Bangalore","+91 7406560596
+91 7353757582",No,"Casual Dining, Bar","Chinese, Continental, North Indian, South Indian, Arabian",Pubs and bars,Yes,4.0 /5,"1,400",[],Old Airport Road
85,20 Char - Sterlings MAC Hotel,"Sterling Mac Hotel, 134, HAL Old Airport Road, Old Airport Road, Bangalore","+91 7406560596
+91 7353757582",Yes,"Casual Dining, Bar","Chinese, Continental, North Indian, South Indian, Arabian",Buffet,Yes,4.0/5,"1,400","['Veg Box', 'Non Veg Box']",Indiranagar
86,20 Char - Sterlings MAC Hotel,"Sterling Mac Hotel, 134, HAL Old Airport Road, Old Airport Road, Bangalore","+91 7406560596
+91 7353757582",Yes,"Casual Dining, Bar","Chinese, Continental, North Indian, South Indian, Arabian",Delivery,Yes,4.0/5,"1,400",[],Indiranagar
87,20 Char - Sterlings MAC Hotel,"Sterling Mac Hotel, 134, HAL Old Airport Road, Old Airport Road, Bangalore","+91 7406560596
+91 7353757582",Yes,"Casual Dining, Bar","Chinese, Continental, North Indian, South Indian, Arabian",Dine-out,Yes,4.0/5,"1,400","['Veg Box', 'Non Veg Box']",Indiranagar
88,20 Char - Sterlings MAC Hotel,"Sterling Mac Hotel, 134, HAL Old Airport Road, Old Airport Road, Bangalore","+91 7406560596
+91 7353757582",Yes,"Casual Dining, Bar","Chinese, Continental, North Indian, South Indian, Arabian",Pubs and bars,Yes,4.0/5,"1,400","['Veg Box', 'Non Veg Box']",Indiranagar
89,20 Feet High,"22, Amoeba Complex, Church Street, Bangalore","+91 9886084557
+91 9886177135",Yes,"Casual Dining, Bar","American, Continental, Steak, Salad",Delivery,Yes,4.0 /5,"1,000",[],Lavelle Road
90,20 Feet High,"22, Amoeba Complex, Church Street, Bangalore","+91 9886084557
+91 9886177135",Yes,"Casual Dining, Bar","American, Continental, Steak, Salad",Dine-out,Yes,4.0 /5,"1,000","['Fried Cheese Jalapenos', 'Chicken Wings', 'Veg Lasagne', 'Herb Crusted Chicken with Pepper Sauce', 'Veg Classic Meal', 'Non Veg Classic Meal', 'Veg Classic Caeser Salad', 'American Corn Salad', 'Classic Caeser Chicken Salad', 'Chicken Salami Salad', 'Fried Cheese Jalapenos', 'Fried Mushroom Caps', 'Veg Quesadilla', 'Garlic Bread with Chesse and Chilli', 'Chicken Wings', 'Chicken Nuggets', 'Quesadilla Chicken', 'Fish Finger', 'Fried Prawns', 'Grilled Prawns', 'American Corn, Chichen Cheese Balls', 'Veg Lasagne', 'Veg Augratin', 'Vegetable Strogan Off', 'Skewered Grilled Vegetable', 'Herb Crusted Chicken with Pepper Sauce', 'Tequila Chicken with Spicy Tomato Sauce', 'Roasted Chicken with Red Wine Sauce', 'Roasted Chicken with Black Pepper Sauce', 'Grilled King Fish Steak Lemon Butter Sauce', 'Grilled King Fish Steak Green Pepper Sauce', 'Grilled Fish Fillet Lemon Butter Sauce', 'Grilled Fish Fillet Green Pepper Sauce', 'Roast Lamb', 'Shepherd Pie', 'Arrabita Spicy Tomato Sauce', 'Cilantro Pesto Cream Sauce', 'Marinara Sauce Pasta', 'Alfredo Creamy Chicken Sauce Pasta', 'Veg Club Sandwich', 'Vegetable Cheese Burger', 'Chicken Club Sandwich', 'Pounder Chicken Burger', 'Black Forest Cake', 'Choco Walnut Kiss Cake', 'Death By Chocolate Cake', 'Rich Chocolate Truffle Cake', 'German Black Forest Cake', 'White Forest Cake', 'Blueberry Bomb Cake', 'Black currant Fantasy Cake', 'Strawberry Kiss Cake', 'Mango Mania Cake', 'Jamaican Pineapple Cake', 'Kiwi Hotch Potch Cake', 'Butterscotch Fudge Cake', 'Choco Espresso Cake', 'Red Velvet Cake', 'Black Forest Pastry', 'German Black Forest Pastry', 'White Forest Pastry', 'Red Velvet Pastry', 'Ultimate Chocolate Mousse', 'Celebrity Tiramisu', 'Blueberry Cheese Cake', 'Apple Tart', 'Choco Walnut Ganach Tart']",Lavelle Road
91,20 Feet High,"22, Amoeba Complex, Church Street, Bangalore","+91 9886084557
+91 9886177135",Yes,"Casual Dining, Bar","American, Continental, Steak, Salad",Drinks & nightlife,Yes,4.0 /5,"1,000",[],Lavelle Road
92,20 Feet High,"22, Amoeba Complex, Church Street, Bangalore","+91 9886084557
+91 9886177135",Yes,"Casual Dining, Bar","American, Continental, Steak, Salad",Pubs and bars,Yes,4.0 /5,"1,000",[],MG Road
